dt,feedback_text_en
2019-04-05,"Hello, I have ordered these Nike shorts for € 24.95 now they are in it today for € 18.70. Can you make a discount here?"
2019-03-28,"Dear xxx team, Unfortunately, no return label was sent along with this order from Partner Schuhe.de. How do I send back the pair of Birkenstocks that I do not want to keep? Many thanks for your help. xxx"
2019-04-01,"Hello, in my account is an open amount of 55 CHF and the article xxx still appears, but I have also returned this. Thank you and best regards xxx"
2019-05-30,"I have received a reminder about 22.90 euros, although I have already transferred this amount and this was deducted from my account on xxx. I ask for your feedback Best regards, xxx"
2019-04-26,Article has a very nice shape and corresponds to my ideas
2019-03-28,I ordered footwear from Vans as a slipper in black and white and they were first delivered to the wrong address and I sent you an e-mail with a different address until today the shoes have not arrived and were sent back what I do not understand can
2019-04-26,uncomplicated order.
2019-04-19,Cardigan has a hole on the sleeve and collar. Mesh opens
2019-05-02,Very fast delivery
2019-04-05,"Hello, I have already phoned the customer service today because I accidentally included an article I ordered from Amazon in the return to xxx. The article is a shoe from Bullboxer, which was already sold out at xxx (which is why I ordered it from Amazon). Now the employee told me that it can be very good that the &quot;acceptance&quot; of the return of this shoe would be sorted back to the shelf, as he is / was also in the xxx range. However, the shipment is included in the returns slip, on which the return items are listed, the shoe is logically not among them. I know that the wrong return was my mistake, but still expect that I get this item back (of course, I would take the sending costs)! The price for the shoes is on Amazon at 44.55 € and it can not and must not be that such an article by xxx simply withheld and resold! So I ask you again for help and clarification of this return. Thank you in advance xxx * The shoe is xxx listed under the following article number: xxx"
2019-04-19,"Hello, I have received an e-mail from you that I should remit 13.95 €. (for the black tshirt) but I&#39;ve also sent that back !! Please have a look again. thanks Zeqiraj"
2019-03-17,it seems that i have a wrong returning no. for the pick home
2019-03-17,"Dear xxx Team, Unfortunately, the perforated material on the right shoe at the front (beats wrinkles) is very unattractive. I also like to submit a photo. Sincerely, xxx"
2019-03-25,"Please send to my normal address: xxx 22, xxx has gone to my old vacation address. Have it corrected, only the first name - without Hans - only &quot;Peter&quot; can not change. Please feedback if it works. Thank you. xxx"
2019-04-09,"Good day xxx, on 08.08.xxxx I bought a daypack xxx; from you. Hereby I would like to complain the goods, because on the backpack already the carrier was demolished, defies the gentle treatment. Thus, the backpack is unfortunately no longer to use. Please confirm the receipt of my complaint. Many Thanks. Best regards xxx"
2019-03-28,"Good day I noticed that the Bench Bikini Black was not refunded, even though I sent it back. Thanks for your answer and best regards"
2019-04-24,"Dear Ladies and Gentlemen, Could you please check that? I sent everything except the glasses and trousers. Sincerely, xxx from my iPhone On 26.04.xxxx at 14:59 xxx team wrote xxx> : xxx xxxxxxxxxx | xxxxxx | SALE Hi Dörthe, we were happy about your order on Thu, 04.04.xxxx and can understand it, of course, if one overlooks an invoice or simply forgets. Therefore, we would like to remind you to pay the outstanding amount of xxxx50 € including 1.80 € dunning fees. You have transferred? It may take up to 5 working days for your payment to be credited. You will receive a confirmation of your payment by e-mail. You have returned items? Please allow us up to 14 days to process your return. You will receive a confirmation by e-mail. More details can be found on our help page for refund. You have already received a confirmation of your return or payment? In this case, our letter overlapped with the confirmation. Please consider this letter as meaningless. Invoice amount xxxx70 € Open invoice amount xxxx70 € xxx fee 1.80 € Payment due by Fri, 03.05.xxxxxxxxx50 € Please direct the transfer to the following account and give your order number xxx as the intended use: Payee: xxx SE IBAN: xxx: xxxxxxxxxxx Bank: German Bank Intended Use: xxx If you are in arrears of payment from your side and we do not receive any payment or return within the next 7 days, we reserve the right to charge you an additional fee with the next reminder. Order number Do, 04.04.xxxxx Your xxx products xxxxx - Sunglasses - black xxx xxxx95 € xxxxx - Sunglasses - black Size: One Size Pieces: 1 VOTO - Trousers - ivory xxxxxxx MaxMara xxxx95 € VOTO - Trousers - ivory Size: 40 pieces : 1 xxxxx - Trousers - ultramarine xxxxxxx MaxMara xxxx95 € xxxxx - Trousers - ultramarine Size: 40 Pieces: 1 VOTO - Trousers - black xxxxxxx MaxMara xxxx95 € VOTO - Trousers - black Size: 38 Pieces: 1 xxx xxx xxxxxxx MaxMara xxxx95 xxx xxx Size: 40 Pieces: 1 xxxxxxx - Trousers - midnight blue MAX &amp; Co. xxxx95 € xxxxxxx - Cloth pants - midnight blue Size: 40 Pieces: 1 Payment method Invoice Subtotal xxxx70 € xxx including VAT xxxx70 € Best regards and see you soon Your xxx Team Questions &amp; Answers Payment reminder Payment reminder Payment by invoice Payment by invoice Help &amp; Contact Help &amp; Contact Our benefits xxx shipping xxx returns xxx days Returns Policy Find inspiration Facebook Twitter Instagram Pinterest Shop for free Android app Windows app iOS app Imprint xxx.com is an offer from xxx SE xxx SE, xxx 5, xxx, Germany Executive Board: xxx, xxx, xxx, xxx, xxx Chairman of the Supervisory Board: xxx Registered with the District Court of xxx, HRB xxxxxx B VAT ID: xxx, Tax number: 37 / xxxxxxxxx All prices include VAT. The offer is only valid while stocks last. Price changes are possible at any time. Responsible for own content of xxx SE acc. § 55 RStV: xxx This is an automatic e-mail. Please do not answer, as your message will not reach us in this way."
